ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2020-12-11,34,37056,578,Employed,Associate,8,13667,36,Divorced,0,Other,376,0.455924083860188,4,1,0.40592096209016637,0,Home,0,16,20,3556,381,31482,20250,3088.0,0.7688805114052029,6,11232,0.20966700000000002,0.18650402515888048,498.5654009833267,0.28321418425625866,0,58.0
2020-12-12,21,29361,552,Employed,Bachelor,0,12118,48,Single,0,Rent,767,0.05100353834786094,4,1,0.4279121442594362,0,Home,0,23,9,5835,1387,17304,14888,2446.75,0.8952147792445667,6,2416,0.231118,0.2438638354897942,397.6619800417554,0.47600367019178724,0,58.0
2020-12-13,34,62721,516,Employed,Master,10,22623,60,Married,0,Mortgage,982,0.22597839987208995,3,1,0.2279583490027785,0,Home,0,24,1,3672,2675,29378,3271,5226.75,0.8784424022323233,6,26107,0.269623,0.26685935978794445,686.5603895916845,0.3192347806173405,0,56.0
2020-12-14,58,45729,651,Employed,Bachelor,35,22743,96,Married,1,Mortgage,172,0.15221222994841438,4,1,0.0717796035468525,0,Auto,0,17,24,914,4179,368899,33783,3810.75,0.8843223512482378,5,335116,0.23224300000000003,0.26078691058278614,566.1272071697118,0.19369604596725365,0,38.0
2020-12-15,50,232136,637,Employed,Bachelor,28,20462,48,Single,2,Rent,409,0.4770406168469494,2,0,0.17226235219831595,0,Home,0,15,19,418,1524,19695,13864,12202.75,0.7755184968686972,3,5831,0.19696200000000003,0.165634725075711,585.8207938577748,0.08152431163940708,1,36.800000000000004
2020-12-16,35,17988,540,Employed,High School,10,19058,60,Married,0,Mortgage,462,0.09582424457397251,4,3,0.08601973547072674,0,Auto,0,23,14,5020,4622,24268,13239,1499.0,0.6897199780941003,7,11029,0.254058,0.24082395955152602,549.1717355575386,0.6745641998382512,0,51.0
2020-12-17,35,119081,598,Employed,High School,12,51812,108,Married,1,Rent,189,0.19265981318034361,0,1,0.17286888232885447,0,Debt Consolidation,0,31,8,363,297,68164,10171,9923.416666666666,0.7061809318179983,7,57993,0.29781199999999997,0.2408711648164627,1177.681476289364,0.13772287531572935,0,47.0
2020-12-18,36,40015,621,Employed,High School,17,27255,36,Single,0,Rent,602,0.12093613815213651,4,3,0.09779022335787393,0,Auto,0,20,18,3514,460,20930,20738,3334.5833333333335,0.7441861557741386,3,6862,0.20175500000000002,0.18348253285830204,990.1015508203144,0.4774514209632331,0,47.0
2020-12-19,64,63363,586,Employed,High School,44,59002,84,Single,3,Rent,427,0.23461437039082286,4,1,0.27221819444653195,0,Home,0,29,28,1157,1006,24290,47938,5280.25,0.7666539264487487,5,8346,0.291002,0.3161897185889565,1751.7499027776548,0.412622489991507,0,52.0
2020-12-20,44,107857,645,Unemployed,Bachelor,22,41542,48,Married,0,Mortgage,444,0.04506607659637522,4,2,0.2450241613120512,0,Education,0,22,6,2872,2096,17799,8598,8988.083333333334,0.7841028431909975,4,9201,0.214042,0.2358628454848748,1344.8616533309769,0.19902593100097093,0,52.0
2020-12-21,45,31328,529,Employed,Bachelor,22,51618,60,Married,1,Rent,254,0.29485716868038003,3,2,0.5379939401358974,1,Home,1,17,2,2526,1791,60768,15625,2610.6666666666665,0.774270055582942,5,45143,0.292118,0.3504859349896433,1833.5446403289102,0.7996212871535663,0,81.0
2020-12-22,52,85608,585,Employed,High School,30,12871,36,Single,2,Mortgage,495,0.20558933679135072,3,1,0.31641955157822177,0,Auto,0,25,7,3978,2329,47397,17057,7134.0,0.6853920340723884,3,30340,0.205371,0.19096666022889816,472.4289283424423,0.13560820414107685,1,43.2
2020-12-23,42,15000,575,Employed,Master,17,29631,36,Married,4,Rent,613,0.1642772775540634,5,1,0.17413382216718526,0,Education,0,32,6,2949,1304,93731,19261,1250.0,0.8801276068058238,4,74470,0.227131,0.26732239933099206,1205.4394749241687,1.454751579939335,0,51.0
2020-12-24,36,26688,615,Employed,High School,17,17749,12,Married,3,Rent,429,0.1569530630554875,1,1,0.2657959871668988,0,Auto,0,26,11,5761,1161,73564,9574,2224.0,0.6783439170674593,3,63990,0.175249,0.19489238780054194,1639.8342170020535,0.9302312126807794,0,48.0
2020-12-25,37,28406,466,Employed,Associate,14,9588,108,Single,3,Mortgage,312,0.17433553668904725,2,0,0.20971217904258496,0,Auto,0,24,23,3779,5653,190955,37833,2367.1666666666665,0.77932701764558,7,153122,0.321588,0.3116465129942545,265.6693283176047,0.24403407518873677,0,49.0
2020-12-26,39,18524,521,Self-Employed,High School,20,46536,72,Divorced,0,Mortgage,324,0.16928349422308792,6,1,0.11694140322320681,0,Debt Consolidation,0,20,25,8925,1738,35150,22312,1543.6666666666667,0.8345354391950635,3,12838,0.30103599999999997,0.306951117887703,1420.916463546134,1.1303712784794648,0,54.0
2020-12-27,39,37607,458,Employed,Associate,15,19018,24,Married,3,Rent,450,0.2409668564780215,10,1,0.33892050926033934,0,Other,1,26,28,1785,1270,18604,16769,3133.9166666666665,0.8281320954707598,8,1835,0.26501800000000003,0.2510486258918925,1016.0204481726018,0.46779177754330903,0,61.0
2020-12-28,48,59894,462,Employed,High School,26,12996,120,Married,3,Rent,413,0.2260977206674083,3,0,0.19815357080220877,0,Debt Consolidation,1,25,10,991,1171,25547,33075,4991.166666666667,0.8691629059128542,6,6636,0.336996,0.3641229778288369,405.5710162534686,0.16400394355096706,0,56.0
2020-12-29,40,76936,553,Employed,Associate,17,17902,60,Married,4,Other,634,0.05218154797748027,4,3,0.17226295985168838,0,Home,0,22,25,3806,512,364711,19467,6411.333333333333,0.6373066012820999,4,345244,0.246402,0.21044479646386435,484.7572796569467,0.17449682016069668,1,34.4
2020-12-30,48,65192,614,Employed,Associate,27,14792,84,Married,1,Own,317,0.10001939684156166,4,1,0.01544737140142055,0,Home,0,23,29,2666,2298,8119,9638,5432.666666666667,0.6461971925344966,10,10463,0.232792,0.21479714982849743,341.77930494198944,0.12126260368302665,1,36.800000000000004
2020-12-31,39,44975,600,Self-Employed,Doctorate,14,15570,24,Single,4,Mortgage,219,0.07980840552254544,2,4,0.1360727240945231,0,Debt Consolidation,0,16,22,4252,356,182052,29122,3747.9166666666665,0.9345262085712921,3,152930,0.19057,0.1938362127215225,787.7672111395993,0.2686204899093984,1,36.800000000000004
2021-01-01,40,51761,527,Employed,High School,15,19716,48,Married,1,Mortgage,482,0.11305917604387011,3,2,0.5900099154908501,0,Other,0,26,11,2753,181,180760,25039,4313.416666666667,0.8254755044071458,6,155721,0.251216,0.2550215474058492,659.25999131706,0.26458375796071787,0,53.0
2021-01-02,18,43797,584,Employed,High School,0,52334,60,Married,2,Mortgage,317,0.40839727104505114,3,0,0.10759677847415897,0,Home,0,31,8,8183,6352,78084,3163,3649.75,0.9115967361720246,11,74921,0.265334,0.26719093329114924,1589.260875221053,0.5222990273912057,0,51.0
2021-01-03,50,78720,609,Self-Employed,High School,28,15785,24,Married,1,Other,596,0.1754632516848536,1,0,0.28989123566166214,0,Debt Consolidation,0,23,26,4696,4785,24091,59523,6560.0,0.8219584008590588,5,2765,0.18628499999999998,0.1649891985913143,776.6509462455639,0.20924557107401887,1,40.800000000000004
2021-01-04,44,90869,644,Employed,Bachelor,20,50495,48,Married,1,Mortgage,404,0.3012094331258359,3,2,0.6799331184189162,0,Debt Consolidation,0,29,13,871,1714,101216,6337,7572.416666666667,0.7935820635392455,8,94879,0.22349500000000003,0.19740261320584165,1529.6019488149257,0.2553480657405618,0,52.0
2021-01-05,51,49079,600,Employed,High School,30,33671,48,Married,1,Rent,559,0.2339254482450522,5,2,0.34312736203459865,0,Other,1,29,6,1955,1567,26239,22078,4089.9166666666665,0.7119474326780224,3,4161,0.228671,0.21874635170991505,1058.5508271108122,0.3954972579989353,0,60.0
2021-01-06,18,28785,555,Employed,Master,0,26853,36,Single,1,Rent,242,0.02304176915764221,2,0,0.26288033507165715,0,Home,1,13,10,3449,858,36767,14835,2398.75,0.7169848694583755,6,21932,0.23435299999999998,0.1874824,980.9093654856894,0.5098110955646438,0,59.0
2021-01-07,65,42673,532,Employed,Bachelor,39,32018,36,Married,3,Rent,433,0.09942987120699058,1,0,0.4214271766931874,0,Auto,0,24,18,1960,704,74962,26161,3556.0833333333335,0.8938199487293857,4,48801,0.25101799999999996,0.2726550907001308,1311.7067142418675,0.49062593609313637,0,56.0
2021-01-08,38,29725,618,Employed,Bachelor,13,22177,108,Married,2,Own,284,0.2007571408889109,4,0,0.0217485025028069,0,Auto,0,28,15,1587,176,36161,13209,2477.0833333333335,0.5816865830215819,4,22952,0.258177,0.27877622778541256,562.2749474142453,0.34164169449860193,0,49.0
2021-01-09,53,42257,617,Employed,Bachelor,32,41899,36,Married,2,Other,219,0.08925659773561294,3,0,0.15900100925746763,1,Debt Consolidation,0,33,5,10555,377,19959,29405,3521.4166666666665,0.7562856400896721,3,10783,0.218399,0.22957124394883113,1620.962459614028,0.5225063188434659,0,61.0
2021-01-10,27,44812,592,Employed,High School,4,29245,36,Married,0,Own,262,0.11254632312578543,3,1,0.11433948936633485,0,Debt Consolidation,0,21,11,6260,428,49268,81415,3734.3333333333335,0.6431652817995781,2,1864,0.218245,0.21888601469653332,1115.195123079018,0.36879276704784913,0,50.0
2021-01-11,47,58883,574,Employed,High School,27,9582,48,Married,4,Mortgage,307,0.2988142026287142,0,0,0.5288309017410198,0,Other,0,23,27,1405,1164,98689,13367,4906.916666666667,0.6752624392115079,9,85322,0.21758200000000003,0.2110636097065754,297.26172756583264,0.12314489293667087,1,44.800000000000004
2021-01-12,27,43219,597,Employed,Associate,3,25543,60,Widowed,2,Mortgage,751,0.45300059428790485,2,3,0.010704463117212444,1,Debt Consolidation,0,16,21,7213,6250,188066,14908,3601.5833333333335,0.45952826081342185,6,173158,0.232043,0.19134487900148225,664.4911254063342,0.393019123646452,0,60.0
2021-01-13,32,52142,506,Employed,Bachelor,9,32597,60,Single,0,Mortgage,303,0.259596035162998,0,2,0.18015663753360386,0,Home,0,23,27,6540,235,116346,10933,4345.166666666667,0.9578710886231592,4,105413,0.284597,0.30678409942711027,1068.2472991824488,0.31557990852267626,0,46.0
2021-01-14,62,58445,637,Employed,High School,43,19062,72,Single,3,Mortgage,213,0.36690655147411133,1,1,0.22012258174470659,0,Auto,0,26,28,5331,2015,281740,30230,4870.416666666667,0.8959284742483449,5,251510,0.215562,0.21909719458774118,477.9332730907537,0.14186327790382486,1,34.4
2021-01-15,37,27682,550,Employed,High School,17,23461,12,Married,0,Mortgage,430,0.19177866905555982,2,2,0.1987519511662004,0,Auto,0,18,4,642,2194,76811,16971,2306.8333333333335,0.5682651114976488,5,59840,0.213461,0.24723283957171655,2226.6828467586256,1.1516579062605123,0,52.0
2021-01-16,42,39848,628,Employed,Doctorate,20,16213,48,Single,0,Rent,409,0.33758839304710425,3,1,0.523445939739308,0,Other,0,20,25,3462,203,49858,24807,3320.6666666666665,0.6401616960854131,5,25051,0.19721300000000003,0.19658905640881028,490.42582685635864,0.27085700467467133,0,56.0
2021-01-17,50,19516,629,Employed,High School,28,11061,72,Married,1,Mortgage,315,0.19493579535710628,7,1,0.19859037945356933,0,Auto,0,28,13,1106,257,354531,6838,1626.3333333333333,0.8772277705249862,3,347693,0.211561,0.2073731650130119,269.69072605784163,0.35951469116079626,0,42.0
2021-01-18,45,39459,584,Employed,Master,25,10145,96,Single,2,Rent,372,0.5836256489065665,1,0,0.39186559390000975,0,Debt Consolidation,0,25,15,2430,1399,40984,23335,3288.25,0.9128044357289815,5,17649,0.253145,0.23142035030821245,232.86140923027827,0.1839462964282759,0,56.0
2021-01-19,41,71791,617,Self-Employed,Bachelor,18,10213,60,Single,0,Other,657,0.12584436214315076,3,0,0.560296865505369,0,Home,0,23,28,9170,1475,143611,3687,5982.583333333333,0.7348506124907096,4,139924,0.20671300000000004,0.21680534895591744,280.22002004609897,0.15665808026846245,1,42.400000000000006
2021-01-20,44,29402,525,Employed,High School,21,30776,24,Single,1,Own,564,0.27557638820774105,5,0,0.2774876491738805,0,Education,0,27,2,1996,3783,210357,36637,2450.1666666666665,0.8271107315994707,2,173720,0.243276,0.25658828008553386,1652.752669783367,0.9047354614448136,0,54.0
2021-01-21,68,48408,601,Employed,High School,46,6341,48,Married,4,Rent,540,0.41137695777231814,1,2,0.3094132985491915,0,Home,0,27,7,2538,1749,5702,11417,4034.0,0.8470807590367427,6,2310,0.20084100000000002,0.227539774636822,202.38461799406053,0.18403188348885985,0,54.0
2021-01-22,39,56013,487,Employed,High School,18,15784,24,Divorced,0,Rent,223,0.15303855369406835,3,0,0.3304060621887701,0,Education,0,18,6,723,331,62665,14760,4667.75,0.8837370652260906,6,47905,0.24728399999999998,0.2698169004299292,858.1910243519073,0.23163001967798347,0,55.0
2021-01-23,42,69444,536,Employed,Bachelor,17,15020,60,Married,0,Mortgage,1708,0.2973336407764751,3,2,0.17332144935374827,0,Debt Consolidation,0,28,19,3410,1106,19962,24971,5787.0,0.8687095998823198,3,7323,0.25202,0.24092562672068196,432.9022023198358,0.36995026824258437,0,50.0
2021-01-24,52,31332,581,Employed,Bachelor,26,19128,24,Single,5,Mortgage,682,0.43710004944433123,1,1,0.10566498987115329,0,Home,0,28,15,12070,533,18815,7646,2611.0,0.6412756560632287,8,11169,0.203628,0.17567266758579425,950.9536018512233,0.6254130991387298,0,52.0
2021-01-25,53,128194,674,Employed,Bachelor,31,8706,36,Married,1,Rent,522,0.306358902049909,0,0,0.42235729138390765,0,Education,0,28,23,23703,139,25933,7878,10682.833333333334,0.8858687027133944,4,18055,0.15670599999999998,0.17237226161466282,311.42148127994494,0.07801502235174297,1,38.400000000000006
2021-01-26,54,106204,566,Employed,Master,33,26955,48,Single,2,Own,225,0.12443784081029532,3,1,0.33642724841791616,0,Other,0,21,24,7432,2257,9813,241668,8850.333333333334,0.6812924275873338,6,3787,0.238955,0.22827748579539553,861.4055503726073,0.1227530658399993,1,41.6
2021-01-27,47,27148,543,Employed,Bachelor,24,11654,48,Married,0,Rent,647,0.15917359006171086,1,1,0.22171839879517605,0,Home,1,25,14,1951,1970,135332,21665,2262.3333333333335,0.6659978461425816,9,113667,0.235154,0.225882673551555,370.90382710981737,0.44993538843810993,0,55.0
2021-01-28,26,36893,548,Unemployed,High School,4,38801,48,Divorced,2,Rent,314,0.31247827812729634,2,1,0.14805994141110093,0,Home,0,23,16,4760,930,45554,55750,1693.1666666666667,0.8579919132446849,2,1028,0.259801,0.25191466955441305,1290.6767377554036,0.9477370239720859,0,54.0
2021-01-29,59,117853,543,Employed,High School,37,16140,48,Married,1,Mortgage,366,0.3222232161433862,5,1,0.49714914080410105,0,Auto,0,20,20,1867,5961,176215,11418,9821.083333333334,0.9238879477786567,6,164797,0.23964,0.28616361358234893,568.2204957625121,0.09512397604770471,1,40.800000000000004
2021-01-30,26,41501,495,Employed,Master,2,20998,60,Single,4,Rent,174,0.3300442514398906,3,1,0.027537306988489725,0,Debt Consolidation,0,30,28,3498,312,79508,18440,3458.4166666666665,0.8184120838765108,5,61068,0.27849799999999997,0.2915307460029571,668.4739793610586,0.2436010638859956,0,49.0
2021-01-31,43,15000,595,Employed,High School,24,22068,48,Married,1,Mortgage,216,0.6389717541085955,2,0,0.14743315769689258,0,Education,0,27,24,5002,2995,56887,10582,1250.0,0.9279986659219241,6,46305,0.219568,0.23717132936107505,716.0106919004313,0.745608553520345,0,54.0
2021-02-01,30,17515,539,Employed,High School,5,24887,48,Single,2,Rent,502,0.4800461199373534,6,0,0.3594551627293773,0,Education,0,24,22,751,522,25277,87826,1459.5833333333333,0.9530631148504607,4,3668,0.25038699999999997,0.2870933920347993,877.4963305920031,0.9451302293522147,0,57.0
2021-02-02,39,51118,640,Employed,Bachelor,16,22437,36,Married,4,Other,667,0.047728368174562684,2,0,0.33363000464677045,0,Home,0,20,21,6406,1773,41322,28497,4259.833333333333,0.8417727946228517,6,12825,0.187437,0.19305725575626742,825.9234242265247,0.3504652195062072,0,50.0
2021-02-03,43,25651,529,Employed,Associate,21,17790,48,Married,5,Rent,568,0.1639907607797789,2,1,0.18386626934192035,0,Other,0,20,24,4567,2869,89783,15319,2137.5833333333335,0.4343580270964044,5,74464,0.24829,0.23521535523904355,575.2910345951292,0.534852146705452,0,49.0
2021-02-04,43,45487,593,Employed,Master,21,26147,60,Married,0,Mortgage,558,0.3120740955633889,4,2,0.02715935388301404,0,Auto,0,27,22,1412,470,44798,37354,3790.5833333333335,0.5906116865627178,7,7444,0.234647,0.20365462679901597,698.0632589558402,0.3313641063923776,0,51.0
2021-02-05,45,56889,588,Employed,Bachelor,23,27807,48,Divorced,3,Mortgage,390,0.2751349182840389,2,1,0.1167022515689929,0,Home,0,26,10,405,595,32773,11291,4740.75,0.609619822582266,7,21482,0.228807,0.2186985512009425,874.125983292446,0.2666510537979109,0,50.0
2021-02-06,59,139546,602,Employed,High School,40,15024,60,Married,1,Rent,329,0.0663642956704681,6,2,0.5057764559189537,0,Auto,0,14,24,3660,1592,59445,5922,11628.833333333334,0.4932045487286867,2,53523,0.219024,0.22553953761647183,419.69231087892234,0.06438240960362224,1,40.0
2021-02-07,45,43431,613,Employed,Master,20,27260,60,Divorced,2,Rent,466,0.17291319215118653,5,0,0.2260827700814827,0,Auto,0,17,6,6012,387,193414,69003,3619.25,0.7288880776671985,7,124411,0.22576000000000002,0.23747042250636133,780.2173795966522,0.3443302837871527,0,47.0
2021-02-08,37,77909,558,Employed,High School,14,39969,72,Married,1,Rent,608,0.4340273086444317,4,3,0.3631552912131003,0,Auto,0,21,15,2142,2052,70556,17371,6492.416666666667,0.19334264353238778,6,53185,0.275969,0.2671243571895327,1119.028401598444,0.2660070186907973,0,53.0
2021-02-09,51,115047,534,Employed,Associate,28,31349,48,Married,1,Own,404,0.053104058601249705,2,1,0.06260530918136165,0,Debt Consolidation,0,12,4,2154,1183,174930,32001,9587.25,0.9133362221196673,4,142929,0.259349,0.2417549385856938,1025.0787759565715,0.14906034326387352,1,37.6
2021-02-10,54,108452,581,Employed,Associate,30,35108,48,Married,0,Rent,738,0.03930029454887948,4,3,0.3091323962390554,0,Debt Consolidation,0,26,2,5224,1558,6817,16756,9037.666666666666,0.7923025208027699,3,10814,0.23960800000000002,0.23241512576190487,1129.913684504859,0.2066809668245704,0,56.0
2021-02-11,25,43750,529,Employed,High School,5,24003,60,Single,2,Rent,362,0.38416328875344674,1,3,0.14883277602496217,0,Home,0,17,19,1575,518,67493,32860,3645.8333333333335,0.699460987616136,3,34633,0.264503,0.25335418429581386,709.2476614308057,0.29382792999244955,0,51.0
2021-02-12,47,16941,651,Employed,Associate,24,13793,36,Married,1,Own,247,0.04377673569570664,4,1,0.04735823932705518,0,Auto,0,25,7,5920,492,52796,3147,1411.75,0.916942138179145,2,49649,0.173293,0.1935279524218046,508.0601508826666,0.5348398447902721,0,46.0
2021-02-13,48,63749,604,Employed,High School,26,14693,48,Married,0,Rent,401,0.5007259807048392,3,2,0.13636124358184237,0,Auto,0,25,27,2261,269,23778,9944,5312.416666666667,0.7334400497000213,0,13834,0.20769300000000002,0.23148219005012977,472.12624879727065,0.16435575437367247,0,48.0
2021-02-14,36,89332,577,Employed,Associate,12,25846,60,Single,1,Rent,425,0.30213380565397757,4,1,0.42764387390109904,0,Home,0,34,11,3742,1439,71364,3570,7444.333333333333,0.6859004238251667,4,67794,0.242346,0.2526274933438025,762.6007942772303,0.15953084596031394,0,53.0
2021-02-15,56,53278,658,Unemployed,Associate,38,35290,12,Married,5,Own,387,0.18643812445478186,6,2,0.31006230637238674,0,Debt Consolidation,0,21,22,4175,327,134963,116477,4439.833333333333,0.8733443364701902,5,18486,0.17129,0.16197992007715714,3205.1993615738297,0.8090842812959563,0,50.0
2021-02-16,38,151524,558,Employed,Bachelor,16,88694,48,Married,2,Own,765,0.2022396662311732,6,3,0.5017886902977957,0,Home,0,25,15,14213,794,65439,25580,12627.0,0.831888517444436,5,39859,0.30469399999999996,0.31046880840225455,3247.7452368931936,0.3177908637754964,0,56.0
2021-02-17,41,87303,561,Unemployed,Master,20,35986,60,Widowed,1,Mortgage,603,0.3793528546707768,4,1,0.3582338484285957,0,Home,1,35,22,3922,2364,17268,15845,7275.25,0.4826716014149712,6,1423,0.260486,0.2885165025311414,1139.0150141964323,0.2394440073119731,0,62.0
2021-02-18,37,56418,572,Employed,High School,14,12268,108,Married,4,Mortgage,197,0.23041210667055698,2,3,0.3493878814573424,0,Home,0,21,16,1203,7092,95123,9458,4701.5,0.7966201437600196,5,85665,0.271268,0.274439787389236,307.2959269996514,0.1072627729447307,0,52.0
2021-02-19,40,91414,624,Employed,Associate,17,15008,84,Married,2,Other,868,0.2545549596401887,1,2,0.129800689067364,0,Home,0,28,25,1751,1538,190777,68088,7617.833333333333,0.9609077161894689,12,122689,0.22800800000000002,0.23412926803512182,364.7826868703014,0.16182851907195417,1,33.6
2021-02-20,26,52653,483,Employed,Associate,5,68820,36,Divorced,0,Own,102,0.41089574675547247,3,2,0.335690112787874,0,Home,1,15,5,1746,1203,69791,129916,4387.75,0.7912307083236642,3,1155,0.31232000000000004,0.3257819511510637,3019.5439211865914,0.7114224650872524,0,63.0
2021-02-21,22,15000,569,Employed,High School,1,19787,48,Married,1,Own,1182,0.5596429013689354,1,1,0.33921242692961295,1,Auto,0,23,27,4999,287,56425,30607,1250.0,0.840834453998847,6,25818,0.23028700000000002,0.2302642057219145,634.4889275680534,1.4531911420544428,0,69.0
2021-02-22,59,43639,623,Self-Employed,Bachelor,37,22556,24,Single,0,Own,349,0.1763390254499101,2,2,0.30823690800105213,0,Debt Consolidation,0,25,9,2811,682,30395,27930,3636.5833333333335,0.9014552864960855,7,2465,0.186056,0.19495166961088223,1142.4506192603694,0.41012414196302466,0,55.0
2021-02-23,29,92884,520,Employed,Bachelor,8,13626,36,Single,3,Mortgage,366,0.13292838329862983,2,3,0.1843727004524768,0,Home,0,19,1,2953,711,87687,28950,7740.333333333333,0.8322038522724338,5,58737,0.238626,0.2059279646612681,510.51603877450106,0.11324008941576605,1,40.0
2021-02-24,28,30610,630,Employed,High School,4,48172,72,Divorced,4,Mortgage,391,0.6535023805406645,1,1,0.20906775438823552,0,Debt Consolidation,0,29,13,9787,1631,41611,13110,2550.8333333333335,0.7853021441612583,5,28501,0.248172,0.23636132187535258,1257.5966897929748,0.6462972975339986,0,52.0
2021-02-25,18,38102,574,Employed,Associate,0,28287,24,Single,1,Rent,489,0.0647078887063647,2,1,0.44742929930228453,0,Auto,0,29,3,7175,789,2461322,18826,3175.1666666666665,0.8184519028542157,7,2442496,0.216287,0.2409213346212304,1496.865810116499,0.6254367151697546,1,40.800000000000004
2021-02-26,32,23031,559,Employed,High School,14,14953,36,Married,1,Mortgage,403,0.14609561925403858,2,1,0.11246252054885256,0,Education,0,23,5,2238,8683,185631,3563,1919.25,0.8516475490065271,3,182068,0.22045299999999998,0.2174685168135376,569.1054428580342,0.5065027708000699,0,49.0
2021-02-27,24,126611,577,Unemployed,Bachelor,2,13401,96,Married,1,Mortgage,377,0.06867399630710828,2,2,0.3600189602685689,0,Home,0,28,23,16701,1809,77560,7932,10550.916666666666,0.7284740709605783,4,69628,0.259901,0.27992917216680935,350.9698511530269,0.06899588672260959,1,41.6
2021-02-28,59,132194,625,Employed,High School,39,25683,72,Divorced,0,Other,776,0.30475312805677157,5,0,0.6784502507308758,1,Auto,0,21,14,28458,2286,96420,32000,11016.166666666666,0.8217395341072208,3,64420,0.22818300000000002,0.21666757974085246,640.2439142711686,0.12856050177204734,0,63.0
2021-03-01,52,39267,558,Employed,Doctorate,33,22518,72,Divorced,3,Own,535,0.30474409691722526,2,1,0.30150499517794643,0,Home,0,12,5,1281,1809,52124,17208,3272.25,0.9949908042265232,0,34916,0.258518,0.269298567681359,633.5069276538966,0.35709585992937476,0,57.0
2021-03-02,31,54389,569,Employed,Bachelor,11,33391,84,Married,2,Own,249,0.17546022130580988,4,2,0.42036559182644795,0,Home,0,18,20,1750,406,95502,73023,4532.416666666667,0.7848780336884528,6,22479,0.273891,0.24953582044192407,844.190098560014,0.24119364545625344,0,55.0
2021-03-03,67,31049,643,Unemployed,Associate,44,28954,60,Divorced,0,Rent,584,0.5636496019116543,2,2,0.3440527333191402,0,Auto,0,25,14,1011,622,108599,6650,2587.4166666666665,0.9254012554925125,4,101949,0.21245400000000003,0.21554908567990488,792.3680085417346,0.5319467970788372,0,52.0
2021-03-04,51,66948,535,Employed,Bachelor,26,19298,24,Single,3,Own,524,0.23796686307560536,1,2,0.06648401597608664,0,Education,0,32,21,12201,675,27164,64702,5579.0,0.7882308076024129,4,4176,0.226798,0.1947942975238036,977.286530042026,0.26909599032837894,1,40.0
2021-03-05,36,67818,602,Unemployed,Master,13,16782,48,Single,0,Other,307,0.39210043943892614,1,0,0.3533438801375228,0,Home,0,25,1,1267,3606,46726,12218,5651.5,0.701081302863765,6,34508,0.210782,0.23974461319796464,546.8870913494655,0.15109034616464045,0,58.0
2021-03-06,18,72391,535,Employed,Bachelor,0,20333,48,Divorced,5,Rent,599,0.3073718266659666,2,0,0.19300766643742662,0,Debt Consolidation,0,23,11,1807,2992,82520,11871,6032.583333333333,0.738217584813255,4,70649,0.247833,0.2670630054668424,693.6782261756089,0.21428269693894694,0,48.0
2021-03-07,67,62291,605,Employed,High School,44,16724,36,Married,1,Mortgage,372,0.1777874699079469,5,1,0.21623846458016674,0,Home,0,24,5,32681,1509,90765,11873,5190.916666666667,0.7321135586645885,3,78892,0.19922399999999998,0.21562598920498943,634.9190337295217,0.1939771139451006,0,48.0
2021-03-08,23,269510,495,Employed,Associate,1,20638,72,Single,2,Rent,361,0.3896300011923749,3,2,0.4437321957569677,0,Home,0,25,25,7728,1383,46232,10473,22459.166666666668,0.7554032206064266,4,35759,0.288138,0.27418330579980243,586.9420345631919,0.0422073556259816,1,43.2
2021-03-09,20,21702,541,Employed,Master,0,22208,48,Married,0,Rent,356,0.4930706067026283,3,1,0.09523976997598461,0,Auto,0,36,3,2290,2152,39974,41176,1808.5,0.9324676067141561,3,8854,0.246708,0.2484973531501668,734.4934975294711,0.6029823044122041,0,56.0
2021-03-10,52,19062,584,Employed,Bachelor,32,14059,24,Married,1,Own,119,0.1395555364317254,4,0,0.22416607514246137,0,Education,0,29,10,2890,245,107127,12632,1588.5,0.8692956633675674,2,94495,0.19705899999999998,0.19441574866739564,711.7146232795099,0.5229553813531695,0,51.0
2021-03-11,69,59482,650,Employed,Bachelor,50,30192,36,Divorced,3,Rent,310,0.2938656724932544,3,0,0.3541280545718434,0,Other,0,31,22,507,1255,104285,3437,4956.833333333333,0.8768843564547202,5,100848,0.190192,0.1521536,1049.8025320095787,0.27432887905778125,1,35.2
2021-03-12,56,25015,593,Employed,Master,34,18302,36,Divorced,1,Mortgage,576,0.1603325176933091,0,0,0.27988769638241845,1,Auto,0,27,9,2794,245,38410,29849,2084.5833333333335,0.8585834192956107,3,8561,0.206802,0.1909041114139056,671.7153866375244,0.5985442590305933,0,66.0
2021-03-13,46,25814,616,Employed,Master,23,14458,84,Married,4,Other,398,0.11485697474043723,2,0,0.21679188780549155,0,Auto,0,27,15,3754,855,7467,31228,2151.1666666666665,0.9695158191398364,4,7645,0.23145800000000002,0.22361446465075085,341.92637279362737,0.3439651535416258,0,50.0
